compound_name,pubchem_id,isomeric_smiles,source,flavor
Neoquassin,72964,COC1=CC(C)C2CC3OC(O)CC4C(=C(OC)C(=O)C(C34C)C2(C)C1=O)C,BitterSweet,bitter
Ginkgolide b,6324617,CC1C(=O)OC2C(O)C34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C12O,BitterSweet,bitter
Azintamide,71105,CCN(CC)C(=O)CSc1ccc(Cl)nn1,BitterSweet,bitter
L-leucine,6106,CC(C)C[C@H](N)C(=O)O,BitterSweet,bitter
"5,2'-dihydroxyflavone",688660,Oc1ccccc1C2=CC(=O)c3c(O)cccc3O2,BitterSweet,bitter
Carbimazole,31072,CCOC(=O)N1C=CN(C)C1=S,BitterSweet,bitter
"1,10-phenanthroline",1318,[fe+2].[O-]S(=O)(=O)[O-].c1cnc2c(c1)ccc3cccnc23.c4cnc5c(c4)ccc6cccnc56.c7cnc8c(c7)ccc9cccnc89,BitterSweet,bitter
Methadone Hydrochloride,14184,Cl.CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,BitterSweet,bitter
psychotrine tetrahydrate,135565673,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC4=C5C=C(OC)C(=O)C=C5CCN4,BitterSweet,bitter
Camphotamide,71830,CCN(CC)C(=O)c1ccc[n+](C)c1.CC2(C)C3CCC2(C)C(=O)C3S(=O)(=O)[O-],BitterSweet,bitter
8-prenylnaringenin,480764,CC(=CCc1c(O)cc(O)c2C(=O)CC(Oc12)c3ccc(O)cc3)C,BitterSweet,bitter
Morin,5281670,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3O,BitterSweet,bitter
Quercetagetin,5281680,OC1=C(Oc2cc(O)c(O)c(O)c2C1=O)c3ccc(O)c(O)c3,BitterSweet,bitter
barbital Sodium salt,12598274,[Na+].CCC1(CC)C(=O)NC(=NC1=O)[O-],BitterSweet,bitter
thiosinamine,1549517,NC(=S)NCC=C,BitterSweet,bitter
Methadone,4095,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,BitterSweet,bitter
pinocembrin,68071,Oc1cc(O)c2C(=O)C[C@H](Oc2c1)c3ccccc3,BitterSweet,bitter
tolazoline Hydrochloride,6048,Cl.C(C1=NCCN1)c2ccccc2,BitterSweet,bitter
1-nitronaphthalene,6849,[O-][N+](=O)c1cccc2ccccc12,BitterSweet,bitter
Neryl isovalerate,6429039,CC(C)CC(=O)OCC=C(/C)CCC=C(C)C,BitterSweet,bitter
Salsalate,5161,OC(=O)c1ccccc1OC(=O)c1ccccc1O,BitterSweet,bitter
Hydroxyzine Dihydrochloride,91513,Cl.Cl.OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,BitterSweet,bitter
verbenalin,73467,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3C(C)CC(=O)C13,BitterSweet,bitter
D-fenchone,1201521,CC12CCC(C1)C(C)(C)C2=O,BitterSweet,bitter
Ethylhydrocupreine,87880,CCOc1ccc2nccc(C(O)C3CC4CCN3CC4CC)c2c1,BitterSweet,bitter
phenyl biguanide,4780,NC(=NC(=Nc1ccccc1)N)N,BitterSweet,bitter
Chlorhexidine,9552079,NC(=N/C(=N/CCCCCCN=C(/N)N=C(/N)Nc1ccc(Cl)cc1)/N)Nc2ccc(Cl)cc2,BitterSweet,bitter
Amobarbital,2164,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,BitterSweet,bitter
Diperodon Hydrochloride,10830,Cl.O=C(Nc1ccccc1)OCC(CN2CCCCC2)OC(=O)Nc3ccccc3,BitterSweet,bitter
tatridin b,14191260,CC1=C/[C@@H](O)[C@H]2[C@H](CC(=C)[C@@H](O)CC1)OC(=O)C2=C,BitterSweet,bitter
Lincomycin Hydrochloride monohydrate,71476,O.Cl.CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,BitterSweet,bitter
Luteolin,5280445,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccc(O)c(O)c3,BitterSweet,bitter
thiacetazone,9568512,CC(=O)Nc1ccc(C=N/NC(=S)N)cc1,BitterSweet,bitter
Glyceryl caprate,92926,CCCCCCCCCC(=O)OCC(O)CO,BitterSweet,bitter
Nomilin,72320,CC(=O)O[C@H]1CC(=O)OC(C)(C)[C@@H]2CC(=O)[C@]3(C)[C@H](CC[C@@]4(C)[C@@H](OC(=O)[C@H]5O[C@@]345)c6cocc6)[C@@]12C,BitterSweet,bitter
Quebrachamine,92990,CCC12CCCN(CCc3c(CC1)[nH]c4ccccc34)C2,BitterSweet,bitter
Meranzin,1803558,COc1ccc2C=CC(=O)Oc2c1CC3OC3(C)C,BitterSweet,bitter
"5,5' Methylenedisalicylic Acid",67145,OC(=O)c1cc(Cc2ccc(O)c(c2)C(=O)O)ccc1O,BitterSweet,bitter
Glimepiride,3476,CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O,BitterSweet,bitter
Lycoctonine,99924,CCN1CC2(CO)CCC(OC)C34C5CC6C(CC(O)(C5C6OC)C(O)(C(OC)C23)C14)OC,BitterSweet,bitter
Chalcone,637760,O=C(C=Cc1ccccc1)c2ccccc2,BitterSweet,bitter
Yohimbine,8969,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,BitterSweet,bitter
Succinylcholine Chloride,22475,[Cl-].[Cl-].C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,BitterSweet,bitter
Cocaine Hydrochloride,656832,COC(=O)C1C(CC2CCC1N2C)OC(=O)c3ccccc3,BitterSweet,bitter
"2,6-Dimethylpiperidine",68843,CC1CCCC(C)N1,BitterSweet,bitter
phenytoin,1775,[Na+].O=C1NC(C(=O)[N-]1)(c2ccccc2)c3ccccc3,BitterSweet,bitter
Cinnamyl alcohol,5315892,OCC=Cc1ccccc1,BitterSweet,bitter
Clonixin,28718,Cc1c(Cl)cccc1Nc2ncccc2C(=O)O,BitterSweet,bitter
tiaramide Hydrochloride,443949,Cl.OCCN1CCN(CC1)C(=O)CN2C(=O)Sc3ccc(Cl)cc23,BitterSweet,bitter
Meperidine Hydrochloride,5750,Cl.CCOC(=O)C1(CCN(C)CC1)c2ccccc2,BitterSweet,bitter
phenylmethylbarbituric Acid,66160,CC1(C(=O)NC(=O)NC1=O)c2ccccc2,BitterSweet,bitter
6-nitrosaccharin,100187,[O-][N+](=O)c1ccc2C(=O)NS(=O)(=O)c2c1,BitterSweet,bitter
Chlormetacrine Dihydrochloride,159626,Cl.Cl.CCN(CC)CC(O)CNc1c2ccc(Cl)cc2nc3ccc(OC)cc13,BitterSweet,bitter
vinbarbital Sodium,23718964,[Na].CCC=C(/C)C1(CC)C(=O)NC(=O)NC1=O,BitterSweet,bitter
Sulfamerazine Monosodium salt,15899899,[Na].Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,BitterSweet,bitter
propamidine Isethionate,67413,NC(=N)c1ccc(OCCCOc2ccc(cc2)C(=N)N)cc1.OCCS(=O)(=O)O.OCCS(=O)(=O)O,BitterSweet,bitter
Salicylamide,5147,NC(=O)c1ccccc1O,BitterSweet,bitter
Artemorin,5281428,CC1=C/[C@H]2OC(=O)C(=C)[C@@H]2CCC(=C)[C@H](O)CC1,BitterSweet,bitter
prunin,92794,OCC1OC(Oc2cc(O)c3C(=O)CC(Oc3c2)c4ccc(O)cc4)C(O)C(O)C1O,BitterSweet,bitter
Narcobarbital,18735,CC(C)C1(CC(=C)br)C(=O)NC(=O)N(C)C1=O,BitterSweet,bitter
Geranyl propionate,5355853,CCC(=O)OCC=C(/C)CCC=C(C)C,BitterSweet,bitter
tetracaine Hydrochloride,8695,Cl.CCCCNc1ccc(cc1)C(=O)OCCN(C)C,BitterSweet,bitter
Cyclobarbital,5838,[Ca+2].CCC1(C(=O)NC(=NC1=O)[O-])c2ccccc2.CCC3(C(=O)NC(=NC3=O)[O-])c4ccccc4,BitterSweet,bitter
"3,4-Dinitrobenzoic Acid",10709,OC(=O)c1ccc(c(c1)[N+](=O)[O-])[N+](=O)[O-],BitterSweet,bitter
tiliacorine,20055053,COc1cc2CCN(C)C3Cc4ccc(OC)c(c4)c5cc(CC6N(C)CCc7cc8Oc1c(Oc8cc67)c23)ccc5O,BitterSweet,bitter
Sulfamethoxypyridazine,5330,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,BitterSweet,bitter
Ursodiol,31401,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,BitterSweet,bitter
pemirolast,57697,Cc1cccn2c(=O)c(cnc12)c1nn[nH]n1,BitterSweet,bitter
Nobiletin,72344,COc1ccc(cc1OC)C2=CC(=O)c3c(OC)c(OC)c(OC)c(OC)c3O2,BitterSweet,bitter
bufotoxin,20054854,CC(=O)O[C@H]1C[C@]2(O)C3CC[C@@H]4C[C@H](CC[C@]4(C)C3CC[C@]2(C)[C@H]1C5=CC(=O)OC=C5)OC(=O)CCCCCCC(=O)NC(CCCN=C(N)N)C(=O)O,BitterSweet,bitter
Arglabin,5574924,CC1=CC[C@]23O[C@@]2(C)CC[C@@H]4[C@H](OC(=O)C4=C)[C@H]13,BitterSweet,bitter
Chrysin,5281607,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3,BitterSweet,bitter
Etilefrin Hydrochloride,164652,Cl.CCNCC(O)c1cccc(O)c1,BitterSweet,bitter
Sinigrin,23682211,[K+].OC[C@H]1O[C@@H](SC(=NOS(=O)(=O)[O-])CC=C)[C@H](O)[C@@H](O)[C@@H]1O,BitterSweet,bitter
propallylonal,11020,CC(C)C1(CC(=C)br)C(=O)NC(=O)NC1=O,BitterSweet,bitter
Quinacrine Dihydrochloride dihydrate,2725002,[Cl-].[Cl-].CC[NH+](CC)CCCC(C)[NH2+]c1c2ccc(Cl)cc2nc3ccc(OC)cc13,BitterSweet,bitter
Guaifenesin,3516,COc1ccccc1OCC(O)CO,BitterSweet,bitter
phenylephrine,6041,Cl.CNCC(O)c1cccc(O)c1,BitterSweet,bitter
Cinnamedrine,5370611,CC(C(O)c1ccccc1)N(C)CC=C/c2ccccc2,BitterSweet,bitter
Acetylpyrazine,30914,CC(=O)c1cnccn1,BitterSweet,bitter
Cis-isocohumulone,58473841,CC(C)C(=O)C1=C(O)[C@](O)([C@H](CC=C(C)C)C1=O)C(=O)CC=C(C)C,BitterSweet,bitter
Diphenhydramine,3100,CN(C)CCOC(c1ccccc1)c2ccccc2,BitterSweet,bitter
Ipodate Sodium salt,23671932,[Na+].CN(C)C=Nc1c(I)cc(I)c(CCC(=O)[O-])c1I,BitterSweet,bitter
Dextromethorphan,5360696,COc1ccc2C[C@@H]3[C@H]4CCCC[C@]4(CCN3C)c2c1,BitterSweet,bitter
Iodinated Glycerol,21852,CC(I)C1OCC(CO)O1,BitterSweet,bitter
5-hydroxyflavone,68112,Oc1cccc2OC(=CC(=O)c12)c3ccccc3,BitterSweet,bitter
viquidil Hydrochloride,198279,Cl.COc1ccc2nccc(C(=O)CCC3CCNCC3C=C)c2c1,BitterSweet,bitter
Alverine,3678,CCN(CCCc1ccccc1)CCCc2ccccc2.OC(=O)CC(O)(CC(=O)O)C(=O)O,BitterSweet,bitter
propafenone Hydrochloride,36708,Cl.CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,BitterSweet,bitter
topiramate,5284627,CC1(C)OC2COC3(COS(=O)(=O)N)OC(C)(C)OC3C2O1,BitterSweet,bitter
Drotebanol,5463863,COc1ccc2CC3N(C)CCC4(CC(O)CCC34O)c2c1OC,BitterSweet,bitter
Herbacetin,5280544,OC1=C(Oc2c(O)c(O)cc(O)c2C1=O)c3ccc(O)cc3,BitterSweet,bitter
Sulfamethoxazole,5329,Cc1onc(NS(=O)(=O)c2ccc(N)cc2)c1,BitterSweet,bitter
Senecionine,5280906,CC=C1/CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,BitterSweet,bitter
Mibefradil Dihydrochloride,60662,Cl.Cl.COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc4cc(f)ccc4C1C(C)C,BitterSweet,bitter
Noscapine,275196,COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5c(OC)c34,BitterSweet,bitter
Coriamyrtin,433737,CC(=C)C1[C@H]2C[C@@]3(C)[C@](O)([C@@H]4O[C@@H]4[C@@]35CO5)[C@@H]1C(=O)O2,BitterSweet,bitter
Amodiaquin Dihydrochloride dihydrate,64646,O.O.Cl.Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,BitterSweet,bitter
Cefazolin Sodium salt,23675322,[Na+].Cc1nnc(SCC2=C(N3C(SC2)C(NC(=O)Cn4cnnn4)C3=O)C(=O)[O-])s1,BitterSweet,bitter
Dicyclomine Hydrochloride,441344,Cl.CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,BitterSweet,bitter
pantothenic Acid Calcium salt,443753,[Ca+2].CC(C)(CO)C(O)C(=O)NCCC(=O)[O-].CC(C)(CO)C(O)C(=O)NCCC(=O)[O-],BitterSweet,bitter
Acetylgenistin,129650960,CC(=O)OC[C@H]1O[C@@H](Oc2cc(O)c3C(=O)C(=COc3c2)c4ccc(O)cc4)[C@H](O)[C@@H](O)[C@@H]1O,BitterSweet,bitter
"3,2-dihydroxychalcone",24692325,Oc1cccc(C=CC(=O)c2ccccc2O)c1,BitterSweet,bitter
Sulfisoxazole,5344,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,BitterSweet,bitter
pentylenetetrazole,5917,C1CCc2nnnn2CC1,BitterSweet,bitter
3-methyl-2-phenylbutyraldehyde,12255414,CC(C)C(C=O)c1ccccc1,BitterSweet,bitter
4'-hydroxy-6-methoxyflavone,676306,COc1ccc2OC(=CC(=O)c2c1)c3ccc(O)cc3,BitterSweet,bitter
Chloroquine,2719,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,BitterSweet,bitter
Streptomycin,19649,CNC1C(O)C(O)C(CO)OC1OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O,BitterSweet,bitter
Eprazinone Dihydrochloride,73356,Cl.Cl.CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c3ccccc3,BitterSweet,bitter
4'-hydroxyflavone,229016,Oc1ccc(cc1)C2=CC(=O)c3ccccc3O2,BitterSweet,bitter
fentanyl Citrate,13810,CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c3ccccc3.OC(=O)CC(O)(CC(=O)O)C(=O)O,BitterSweet,bitter
Methylergonovine Maleate,5281072,CCC(CO)NC(=O)C1CN(C)C2Cc3c[nH]c4cccc(C2=C1)c34.OC(=O)C=C/C(=O)O,BitterSweet,bitter
thiamine,1130,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,BitterSweet,bitter
periplocymarin,12305974,COC1CC(OC2CCC3(C)C4CCC5(C)C(CCC5(O)C4CCC3(O)C2)C6=CC(=O)OC6)OC(C)C1O,BitterSweet,bitter
Coumestrol,5281707,Oc1ccc2c(OC(=O)c3c2oc4cc(O)ccc34)c1,BitterSweet,bitter
Dipyridamole,3108,OCCN(CCO)c1nc(N2CCCCC2)c3nc(nc(N4CCCCC4)c3n1)N(CCO)CCO,BitterSweet,bitter
retamine,442962,OC1CCCN2CC3CC(CN4CCCCC34)C12,BitterSweet,bitter
papaverine,4680,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,BitterSweet,bitter
Melilotoside,5280759,OCC1OC(Oc2ccccc2C=C/C(=O)O)C(O)C(O)C1O,BitterSweet,bitter
Daidzein,5281708,Oc1ccc(cc1)C2=COc3cc(O)ccc3C2=O,BitterSweet,bitter
picric Acid,6954,Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],BitterSweet,bitter
Cohumulone,196915,CC(C)C(=O)C1=C(O)C(=C(O)C(O)(CC=C(C)C)C1=O)CC=C(C)C,BitterSweet,bitter
Nicotine,89594,CN1CCCC1c2cccnc2,BitterSweet,bitter
Secobarbital Sodium,14148199,[Na+].CCCC(C)C1(CC=C)C(=O)NC(=O)[N-]C1=O,BitterSweet,bitter
Hexethal Sodium,23690440,[Na+].CCCCCCC1(CC)C(=O)NC(=NC1=O)[O-],BitterSweet,bitter
bretylium tosylate,6100,CC[N+](C)(C)Cc1ccccc1br.Cc2ccc(cc2)S(=O)(=O)[O-],BitterSweet,bitter
4-hydroxychalcone,5282361,Oc1ccc(cc1)C(=O)C=Cc2ccccc2,BitterSweet,bitter
Malathion,4004,CCOC(=O)CC(Sp(=S)(OC)OC)C(=O)OCC,BitterSweet,bitter
Xanthohumol,639665,COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)C=Cc2ccc(O)cc2,BitterSweet,bitter
Swertiamarin,442435,OC[C@H]1O[C@@H](O[C@@H]2OC=C3C(=O)OCCC3(O)[C@H]2C=C)[C@H](O)[C@@H](O)[C@@H]1O,BitterSweet,bitter
pseudoephedrine,7028,CNC(C)C(O)c1ccccc1.OS(=O)(=O)O,BitterSweet,bitter
Isoxsuprine,3783,Cl.CC(COc1ccccc1)NC(C)C(O)c2ccc(O)cc2,BitterSweet,bitter
1-Naphthoic acid,6847,OC(=O)c1cccc2ccccc12,BitterSweet,bitter
"4,4'-Oxydi-2-butanol",92141,CC(O)CCOCCC(C)O,BitterSweet,bitter
Scutellarein,5281697,Oc1ccc(cc1)C2=CC(=O)c3c(O)c(O)c(O)cc3O2,BitterSweet,bitter
Homocamfin,222994,CC(C)C1CC(=CC(=O)C1)C,BitterSweet,bitter
Strychnine,441071,O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c7ccccc67,BitterSweet,bitter
Nialamide,4472,O=C(CCNNC(=O)c1ccncc1)NCc2ccccc2,BitterSweet,bitter
Cyclexedrine Hydrochloride,115662,Cl.CNCC(C)C1CCCCC1,BitterSweet,bitter
Isoeugenyl methyl ether,1549045,COc1ccc(C=CC)cc1OC,BitterSweet,bitter
Aconine,20054813,CCN1CC2(COC)C(O)CC(OC)C34[C@@H]5C[C@@]6(O)C(O)[C@@H]5[C@](O)(C(O)C6OC)C(C(OC)[C@H]23)[C@H]14,BitterSweet,bitter
Aristolochic acid,2236,COc1cccc2c1cc(c3c(cc4OCOc4c23)C(=O)O)[N+](=O)[O-],BitterSweet,bitter
Dicumarol,54676038,OC1=C(CC2=C(O)Oc3ccccc3C2=O)C(=O)c4ccccc4O1,BitterSweet,bitter
D-camphor,159055,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,BitterSweet,bitter
"3,5-Diiodosalicylic Acid",8631,OC(=O)c1cc(I)cc(I)c1O,BitterSweet,bitter
Azathioprine,2265,Cn1cnc(c1Sc2ncnc3nc[nH]c23)[N+](=O)[O-],BitterSweet,bitter
trp-leu,6997510,O=C([C@@]([H])(C([H])([H])c(c([H])n1[H])c2c1c([H])c([H])c([H])c2[H])N([H])[H])N([H])[C@]([H])(C(=O)O[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],BitterSweet,bitter
Colupulone,373677,CC(C)C(=O)C1=C(O)C(=C(O)C(CC=C(C)C)(CC=C(C)C)C1=O)CC=C(C)C,BitterSweet,bitter
pipradrol Hydrochloride,66008,Cl.OC(C1CCCCN1)(c2ccccc2)c3ccccc3,BitterSweet,bitter
"6,4'-dihydroxyflavone",182362,Oc1ccc(cc1)C2=CC(=O)c3cc(O)ccc3O2,BitterSweet,bitter
Mersalyl,23690449,O.[Na+].COC(C[Hg])CNC(=O)c1ccccc1OCC(=O)[O-],BitterSweet,bitter
Glucovanillin,6452133,COc1cc(C=O)ccc1OC2OC(CO)C(O)C(O)C2O,BitterSweet,bitter
Amprotropine phosphate,8644,CCN(CC)CC(C)(C)COC(=O)C(CO)c1ccccc1.Op(=O)(O)O,BitterSweet,bitter
Arecoline Hydrobromide,9301,br.COC(=O)C1=CCCN(C)C1,BitterSweet,bitter
Magnesium Sulfate Heptahydrate,24843,O.O.O.O.O.O.O.[Mg+2].[O-]S(=O)(=O)[O-],BitterSweet,bitter
pholcodine,5311356,CN1CCC23C4Oc5c(OCCN6CCOCC6)ccc(CC1C2C=CC4O)c35,BitterSweet,bitter
plaunotol,5282197,CC(=CCCC(=CCCC(=CCCC(=CCO)C)CO)C)C,BitterSweet,bitter
trans-isoadhumulone,58473846,CC[C@H](C)C(=O)C1=C(O)[C@@](O)([C@H](CC=C(C)C)C1=O)C(=O)CC=C(C)C,BitterSweet,bitter
"7,3',4'-trihydroxyflavone",5322065,Oc1ccc2C(=O)C=C(Oc2c1)c3ccc(O)c(O)c3,BitterSweet,bitter
butalbital,2481,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,BitterSweet,bitter
Warfarin Sodium salt,16204922,[Na+].CC(=O)CC(C1=C([O-])c2ccccc2OC1=O)c3ccccc3,BitterSweet,bitter
prednisone,5865,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,BitterSweet,bitter
veatchine,440912,CC12CCCC3(C1CCC45CC(CCC34)C(=C)C5O)C6OCCN6C2,BitterSweet,bitter
Ginkgolide A,9909368,CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C12O,BitterSweet,bitter
tricetin,5281701,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3cc(O)c(O)c(O)c3,BitterSweet,bitter
Methamphetamine Hydrochloride,66124,Cl.CNC(C)Cc1ccccc1,BitterSweet,bitter
pentamidine Isethionate,8813,NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)N)cc1.OCCS(=O)(=O)O.OCCS(=O)(=O)O,BitterSweet,bitter
trp-trp,88656,O=C([C@@]([H])(C([H])([H])c(c([H])n1[H])c2c1c([H])c([H])c([H])c2[H])N([H])[H])N([H])[C@@]([H])(C(=O)O[H])C([H])([H])c(c([H])n3[H])c4c3c([H])c([H])c([H])c4[H],BitterSweet,bitter
Nikethamide,5497,CCN(CC)C(=O)c1cccnc1,BitterSweet,bitter
Lomefloxacin,3948,CCN1C=C(C(=O)O)C(=O)c2cc(f)c(N3CCNC(C)C3)c(f)c12,BitterSweet,bitter
Alpha-Linolenic Acid,5280934,CCC=CCC=CCC=CCCCCCCCC(=O)O,BitterSweet,bitter
phenyl beta-D-glucopyranoside,65080,OC[C@H]1O[C@@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,BitterSweet,bitter
6-Methyl-2-thiouracil,667493,Cc1cc(O)nc(S)n1,BitterSweet,bitter
Quinazoline,9210,c1ccc2ncncc2c1,BitterSweet,bitter
Chloral Hydrate,2707,OC(O)C(Cl)(Cl)Cl,BitterSweet,bitter
Magnesium Lactate trihydrate,17964493,[Mg+2].CC([O-])C(=O)[O-].CC([O-])C(=O)[O-],BitterSweet,bitter
Atranorin,68066,COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O,BitterSweet,bitter
berberine,2353,COc1ccc2cc3c4cc5OCOc5cc4CC[n+]3cc2c1OC,BitterSweet,bitter
Dodecarbonium Chloride,7535,[Cl-].CCCCCCCCCCCCNC(=O)C[N+](C)(C)Cc1ccccc1,BitterSweet,bitter
Columbin,188289,CC12CC(OC(=O)C1CCC3(C)C2C4OC(=O)C3(O)C=C4)c5cocc5,BitterSweet,bitter
Amphetamine Sulfate,6055,CC(N)Cc1ccccc1.CC(N)Cc2ccccc2.OS(=O)(=O)O,BitterSweet,bitter
Artemisin,65030,CC1C2C(O)CC3(C)C=CC(=O)C(=C3C2OC1=O)C,BitterSweet,bitter
Glaucarubin,441794,CCC(C)(O)C(=O)OC1C2C(C)C(O)C3(O)OCC24C(CC5C(=CC(O)C(O)C5(C)C34)C)OC1=O,BitterSweet,bitter
Enalapril,5388962,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,BitterSweet,bitter
Glucobrassicin,6602378,OCC1OC(SC(=NOS(=O)(=O)O)Cc2c[nH]c3ccccc23)C(O)C(O)C1O,BitterSweet,bitter
Sulfobromophthalein Sodium,66509203,[Na+].[Na+].Oc1ccc(cc1S(=O)(=O)[O-])C2(OC(=O)c3c(br)c(br)c(br)c(br)c23)c4ccc(O)c(c4)S(=O)(=O)[O-],BitterSweet,bitter
Erythromycin,12560,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,BitterSweet,bitter
retigabine,121892,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)f)N,BitterSweet,tasteless
niclosamide,4477,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,BitterSweet,tasteless
fluoxymesterone,6446,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@]4(C)O)C)O)f,BitterSweet,tasteless
CHLOrpHENESIN CArbAMAtE,2724,C1=CC(=CC=C1OCC(COC(=O)N)O)Cl,BitterSweet,tasteless
bItOSCANAtE,19958,C1=CC(=CC=C1N=C=S)N=C=S,BitterSweet,tasteless
pYrANtEL,708857,CN1CCCN=C1/C=C/C2=CC=CS2,BitterSweet,tasteless
COUMAtEtrALYL,54678504,C1CC(C2=CC=CC=C2C1)C3=C(C4=CC=CC=C4OC3=O)O,BitterSweet,tasteless
zonisamide,5734,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,BitterSweet,tasteless
thiabendazole,5430,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,BitterSweet,tasteless
Oxygen,977,O=O,BitterSweet,tasteless
pINDONE,6732,CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O,BitterSweet,tasteless
IOpANOIC ACID,3735,CCC(CC1=C(C(=C(C=C1I)I)N)I)C(=O)O,BitterSweet,tasteless
carbon monoxide,281,[C-]#[O+],BitterSweet,tasteless
bArIUM SULfAtE,24414,[O-]S(=O)(=O)[O-].[ba+2],BitterSweet,tasteless
SArIN,7871,CC(C)Op(=O)(C)f,BitterSweet,tasteless
tItANIUM DIOXIDE,26042,O=[ti]=O,BitterSweet,tasteless
zinc(II)cyanide,2734669,[C-]#N.[C-]#N.[Zn+2],BitterSweet,tasteless
ribavirin,37542,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,BitterSweet,tasteless
tocodilydrin,13320,CC(CCC1=CC=CC=C1)[NH2+]C(C)C(C2=CC=C(C=C2)O)O.[Cl-],BitterSweet,tasteless
bi(NO3)3,16682959,[N+](=O)([O-])O[bi](O[N+](=O)[O-])O[N+](=O)[O-],BitterSweet,tasteless
methyclothiazide,4121,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,BitterSweet,tasteless
ACENOCOUMArOL,54676537,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,BitterSweet,tasteless
